Dim = 18
Support = 18

a3.35 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
a3.36 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 

a4.1 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a4.2 = 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a4.3 = 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a4.4 = 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a4.5 = 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a4.6 = 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a4.7 = 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a4.8 = 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a4.9 = 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a4.10 = 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a4.11 = 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
a4.12 = 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
a4.13 = 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
a4.14 = 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
a4.15 = 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
a4.16 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
a4.17 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
a4.18 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
a4.19 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a4.20 = 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a4.21 = 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a4.22 = 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a4.23 = 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a4.24 = 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a4.25 = 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a4.26 = 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a4.27 = 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a4.28 = 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a4.29 = 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 
a4.30 = 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
a4.31 = 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 
a4.32 = 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 
a4.33 = 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 
a4.34 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
a4.35 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
a4.36 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 

a5.1 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a5.2 = 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a5.3 = 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a5.4 = 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a5.5 = 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a5.6 = 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 
a5.7 = 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 
a5.8 = 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 
a5.9 = 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 
a5.10 = 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 
a5.11 = 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 
a5.12 = 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 
a5.13 = 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 
a5.14 = 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 
a5.15 = 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 
a5.16 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 
a5.17 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 
a5.18 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 
a5.19 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a5.20 = 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a5.21 = 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a5.22 = 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a5.23 = 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a5.24 = 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 
a5.25 = 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 
a5.26 = 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 
a5.27 = 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 
a5.28 = 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 
a5.29 = 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 
a5.30 = 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 
a5.31 = 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 
a5.32 = 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 
a5.33 = 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 
a5.34 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 
a5.35 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 
a5.36 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 

a6.1 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a6.2 = 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a6.3 = 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a6.4 = 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a6.5 = 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a6.6 = 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 
a6.7 = 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 
a6.8 = 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
a6.9 = 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 
a6.10 = 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
a6.11 = 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 
a6.12 = 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 
a6.13 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 
a6.14 = 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 
a6.15 = 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 
a6.16 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 
a6.17 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 
a6.18 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 
a6.19 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a6.20 = 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a6.21 = 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a6.22 = 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a6.23 = 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a6.24 = 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 
a6.25 = 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 
a6.26 = 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 
a6.27 = 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 
a6.28 = 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 
a6.29 = 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 
a6.30 = 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 
a6.31 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 
a6.32 = 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 
a6.33 = 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 
a6.34 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 
a6.35 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 
a6.36 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 

a7.1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a7.2 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a7.3 = 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a7.4 = 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a7.5 = 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a7.6 = 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 
a7.7 = 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
a7.8 = 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 
a7.9 = 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 
a7.10 = 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 
a7.11 = 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 
a7.12 = 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 
a7.13 = 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 
a7.14 = 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 
a7.15 = 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 
a7.16 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 
a7.17 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 
a7.18 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 
a7.19 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a7.20 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a7.21 = 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a7.22 = 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a7.23 = 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a7.24 = 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 
a7.25 = 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 
a7.26 = 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 
a7.27 = 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 
a7.28 = 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 
a7.29 = 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 
a7.30 = 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 
a7.31 = 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 
a7.32 = 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 
a7.33 = 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 
a7.34 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 
a7.35 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 
a7.36 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 

a8.1 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a8.2 = 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a8.3 = 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a8.4 = 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a8.5 = 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a8.6 = 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 
a8.7 = 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 
a8.8 = 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 
a8.9 = 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 
a8.10 = 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 
a8.11 = 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
a8.12 = 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 
a8.13 = 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 
a8.14 = 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 
a8.15 = 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 
a8.16 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 
a8.17 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 
a8.18 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 
a8.19 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a8.20 = 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a8.21 = 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a8.22 = 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a8.23 = 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a8.24 = 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 
a8.25 = 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 
a8.26 = 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 
a8.27 = 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 
a8.28 = 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 
a8.29 = 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 
a8.30 = 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 
a8.31 = 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 
a8.32 = 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 
a8.33 = 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 
a8.34 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 
a8.35 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 
a8.36 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 

a9.1 = 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a9.2 = 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a9.3 = 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a9.4 = 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a9.5 = 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a9.6 = 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 
a9.7 = 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
a9.8 = 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 
a9.9 = 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 
a9.10 = 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 
a9.11 = 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 
a9.12 = 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 
a9.13 = 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 
a9.14 = 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 
a9.15 = 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 
a9.16 = 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 
a9.17 = 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 
a9.18 = 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 
a9.19 = 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a9.20 = 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a9.21 = 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a9.22 = 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a9.23 = 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a9.24 = 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 
a9.25 = 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 
a9.26 = 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 
a9.27 = 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 
