a1.163 = 0 0 0 0 1 1 0 1 1 0 0 
a1.164 = 0 0 0 0 0 2 0 1 1 0 0 
a1.165 = 0 0 0 0 0 0 0 2 1 0 0 
a1.166 = 1 0 0 0 0 0 0 2 1 0 0 
a1.167 = 0 1 0 0 0 0 0 2 1 0 0 
a1.168 = 0 0 1 0 0 0 0 2 1 0 0 
a1.169 = 0 0 0 0 0 0 0 0 2 0 0 
a1.170 = 1 0 0 0 0 0 0 0 2 0 0 
a1.171 = 2 0 0 0 0 0 0 0 2 0 0 
a1.172 = 0 1 0 0 0 0 0 0 2 0 0 
a1.173 = 1 1 0 0 0 0 0 0 2 0 0 
a1.174 = 0 2 0 0 0 0 0 0 2 0 0 
a1.175 = 0 0 1 0 0 0 0 0 2 0 0 
a1.176 = 1 0 1 0 0 0 0 0 2 0 0 
a1.177 = 0 1 1 0 0 0 0 0 2 0 0 
a1.178 = 0 0 2 0 0 0 0 0 2 0 0 
a1.179 = 0 0 0 2 0 0 0 0 2 0 0 
a1.180 = 0 0 0 1 1 0 0 0 2 0 0 
a1.181 = 0 0 0 0 2 0 0 0 2 0 0 
a1.182 = 0 0 0 1 0 1 0 0 2 0 0 
a1.183 = 0 0 0 0 1 1 0 0 2 0 0 
a1.184 = 0 0 0 0 0 2 0 0 2 0 0 
a1.185 = 0 0 0 0 0 0 1 0 2 0 0 
a1.186 = 1 0 0 0 0 0 1 0 2 0 0 
a1.187 = 0 1 0 0 0 0 1 0 2 0 0 
a1.188 = 0 0 1 0 0 0 1 0 2 0 0 
a1.189 = 0 0 0 0 0 0 0 1 2 0 0 
a1.190 = 1 0 0 0 0 0 0 1 2 0 0 
a1.191 = 0 1 0 0 0 0 0 1 2 0 0 
a1.192 = 0 0 1 0 0 0 0 1 2 0 0 
a1.193 = 0 0 0 0 0 0 0 0 3 0 0 
a1.194 = 1 0 0 0 0 0 0 0 3 0 0 
a1.195 = 0 1 0 0 0 0 0 0 3 0 0 
a1.196 = 0 0 1 0 0 0 0 0 3 0 0 
a1.197 = 0 0 0 0 0 0 0 0 0 1 0 
a1.198 = 1 0 0 0 0 0 0 0 0 1 0 
a1.199 = 0 1 0 0 0 0 0 0 0 1 0 
a1.200 = 0 0 1 0 0 0 0 0 0 1 0 
a1.201 = 0 0 0 0 0 0 1 0 0 1 0 
a1.202 = 1 0 0 0 0 0 1 0 0 1 0 
a1.203 = 0 1 0 0 0 0 1 0 0 1 0 
a1.204 = 0 0 1 0 0 0 1 0 0 1 0 
a1.205 = 0 0 0 0 0 0 0 1 0 1 0 
a1.206 = 1 0 0 0 0 0 0 1 0 1 0 
a1.207 = 0 1 0 0 0 0 0 1 0 1 0 
a1.208 = 0 0 1 0 0 0 0 1 0 1 0 
a1.209 = 0 0 0 0 0 0 0 0 1 1 0 
a1.210 = 1 0 0 0 0 0 0 0 1 1 0 
a1.211 = 0 1 0 0 0 0 0 0 1 1 0 
a1.212 = 0 0 1 0 0 0 0 0 1 1 0 
a1.213 = 0 0 0 1 0 0 0 0 0 0 1 
a1.214 = 0 0 0 0 1 0 0 0 0 0 1 
a1.215 = 0 0 0 0 0 1 0 0 0 0 1 
a1.216 = 0 0 0 1 0 0 1 0 0 0 1 
a1.217 = 0 0 0 0 1 0 1 0 0 0 1 
a1.218 = 0 0 0 0 0 1 1 0 0 0 1 
a1.219 = 0 0 0 1 0 0 0 1 0 0 1 
a1.220 = 0 0 0 0 1 0 0 1 0 0 1 
a1.221 = 0 0 0 0 0 1 0 1 0 0 1 
a1.222 = 0 0 0 1 0 0 0 0 1 0 1 
a1.223 = 0 0 0 0 1 0 0 0 1 0 1 
a1.224 = 0 0 0 0 0 1 0 0 1 0 1 

