a4.88 = 1 0 0 0 0 1 0 2 0 0 0 0 
a4.89 = 0 1 0 0 0 1 0 2 0 0 0 0 
a4.90 = 0 0 1 0 0 1 0 2 0 0 0 0 
a4.93 = 0 0 0 0 0 2 0 2 0 0 0 0 
a4.94 = 0 0 0 0 0 0 0 0 1 0 0 0 
a4.140 = 1 0 0 1 0 0 0 0 2 0 0 0 
a4.141 = 0 1 0 1 0 0 0 0 2 0 0 0 
a4.142 = 0 0 1 1 0 0 0 0 2 0 0 0 
a4.143 = 0 0 0 2 0 0 0 0 2 0 0 0 
a4.144 = 1 0 0 0 1 0 0 0 2 0 0 0 
a4.145 = 0 1 0 0 1 0 0 0 2 0 0 0 
a4.146 = 0 0 1 0 1 0 0 0 2 0 0 0 
a4.148 = 0 0 0 0 2 0 0 0 2 0 0 0 
a4.149 = 1 0 0 0 0 1 0 0 2 0 0 0 
a4.150 = 0 1 0 0 0 1 0 0 2 0 0 0 
a4.151 = 0 0 1 0 0 1 0 0 2 0 0 0 
a4.154 = 0 0 0 0 0 2 0 0 2 0 0 0 
a4.155 = 0 0 0 0 0 0 0 0 0 1 0 0 
a4.156 = 1 0 0 1 0 0 0 0 0 1 0 0 
a4.157 = 1 0 0 0 1 0 0 0 0 1 0 0 
a4.158 = 1 0 0 0 0 1 0 0 0 1 0 0 
a4.159 = 0 0 0 0 0 0 1 0 0 1 0 0 
a4.160 = 1 0 0 1 0 0 1 0 0 1 0 0 
a4.161 = 1 0 0 0 1 0 1 0 0 1 0 0 
a4.162 = 1 0 0 0 0 1 1 0 0 1 0 0 
a4.163 = 0 0 0 0 0 0 0 1 0 1 0 0 
a4.164 = 1 0 0 1 0 0 0 1 0 1 0 0 
a4.165 = 1 0 0 0 1 0 0 1 0 1 0 0 
a4.166 = 1 0 0 0 0 1 0 1 0 1 0 0 
a4.167 = 0 0 0 0 0 0 0 0 1 1 0 0 
a4.168 = 1 0 0 1 0 0 0 0 1 1 0 0 
a4.169 = 1 0 0 0 1 0 0 0 1 1 0 0 
a4.170 = 1 0 0 0 0 1 0 0 1 1 0 0 
a4.171 = 0 0 0 0 0 0 0 0 0 0 1 0 
a4.172 = 0 1 0 1 0 0 0 0 0 0 1 0 
a4.173 = 0 1 0 0 1 0 0 0 0 0 1 0 
a4.174 = 0 1 0 0 0 1 0 0 0 0 1 0 
a4.175 = 0 0 0 0 0 0 1 0 0 0 1 0 
a4.176 = 0 1 0 1 0 0 1 0 0 0 1 0 
a4.177 = 0 1 0 0 1 0 1 0 0 0 1 0 
a4.178 = 0 1 0 0 0 1 1 0 0 0 1 0 
a4.179 = 0 0 0 0 0 0 0 1 0 0 1 0 
a4.180 = 0 1 0 1 0 0 0 1 0 0 1 0 
a4.181 = 0 1 0 0 1 0 0 1 0 0 1 0 
a4.182 = 0 1 0 0 0 1 0 1 0 0 1 0 
a4.183 = 0 0 0 0 0 0 0 0 1 0 1 0 
a4.184 = 0 1 0 1 0 0 0 0 1 0 1 0 
a4.185 = 0 1 0 0 1 0 0 0 1 0 1 0 
a4.186 = 0 1 0 0 0 1 0 0 1 0 1 0 
a4.187 = 0 0 0 0 0 0 0 0 0 0 0 1 
a4.188 = 0 0 1 1 0 0 0 0 0 0 0 1 
a4.189 = 0 0 1 0 1 0 0 0 0 0 0 1 
a4.190 = 0 0 1 0 0 1 0 0 0 0 0 1 
a4.191 = 0 0 0 0 0 0 1 0 0 0 0 1 
a4.192 = 0 0 1 1 0 0 1 0 0 0 0 1 
a4.193 = 0 0 1 0 1 0 1 0 0 0 0 1 
a4.194 = 0 0 1 0 0 1 1 0 0 0 0 1 
a4.195 = 0 0 0 0 0 0 0 1 0 0 0 1 
a4.196 = 0 0 1 1 0 0 0 1 0 0 0 1 
a4.197 = 0 0 1 0 1 0 0 1 0 0 0 1 
a4.198 = 0 0 1 0 0 1 0 1 0 0 0 1 
a4.199 = 0 0 0 0 0 0 0 0 1 0 0 1 
a4.200 = 0 0 1 1 0 0 0 0 1 0 0 1 
a4.201 = 0 0 1 0 1 0 0 0 1 0 0 1 
a4.202 = 0 0 1 0 0 1 0 0 1 0 0 1 
